Date,Open,High,Low,Close,Volume
2019-09-05 15:00:00,107.0455,107.052,106.927,106.9675,5055
2019-09-05 16:00:00,106.9665,106.9965,106.91,106.9425,3147
2019-09-05 17:00:00,106.9435,106.982,106.876,106.931,2787
2019-09-05 18:00:00,106.9295,107.014,106.914,106.9595,2018
2019-09-05 19:00:00,106.958,107.031,106.956,107.0215,2404
2019-09-05 20:00:00,107.02,107.024,106.934,106.9435,1424
2019-09-05 21:00:00,106.9345,107.026,106.896,106.951,239
2019-09-05 22:00:00,106.949,107.032,106.918,107.0215,687
2019-09-05 23:00:00,107.023,107.092,106.994,107.074,1814
2019-09-06 00:00:00,107.0725,107.087,106.916,107.0395,4601
2019-09-06 01:00:00,107.038,107.077,107.002,107.074,4149
2019-09-06 02:00:00,107.0755,107.102,107.038,107.066,3421
2019-09-06 03:00:00,107.0675,107.098,107.042,107.065,2461
2019-09-06 04:00:00,107.066,107.092,106.958,106.9605,2620
2019-09-06 05:00:00,106.959,107.031,106.943,107.014,2683
2019-09-06 06:00:00,107.0155,107.063,106.966,107.004,4648
2019-09-06 07:00:00,107.0025,107.031,106.954,106.9835,4531
2019-09-06 08:00:00,106.9815,107.049,106.973,107.041,3408
2019-09-06 09:00:00,107.0425,107.084,106.93,106.984,4750
2019-09-06 10:00:00,106.9825,107.028,106.948,106.9655,3063
2019-09-06 11:00:00,106.964,107.02,106.95,107.0165,3157
2019-09-06 12:00:00,107.0155,107.034,106.724,106.8425,9612
2019-09-06 13:00:00,106.8435,106.852,106.623,106.7185,7803
2019-09-06 14:00:00,106.7175,106.844,106.71,106.7735,5552
2019-09-06 15:00:00,106.7715,106.847,106.756,106.8125,3111
2019-09-06 16:00:00,106.811,106.92,106.754,106.852,5658
2019-09-06 17:00:00,106.851,106.932,106.827,106.84,5455
2019-09-06 18:00:00,106.841,106.896,106.809,106.893,2048
2019-09-06 19:00:00,106.8915,106.939,106.864,106.938,2415
2019-09-06 20:00:00,106.936,106.945,106.894,106.9185,1293
2019-09-06 21:00:00,106.909,106.914,106.909,106.9145,2
2019-09-08 21:00:00,106.866,106.866,106.8205,106.8445,23
2019-09-08 22:00:00,106.842,106.936,106.841,106.898,2069
2019-09-08 23:00:00,106.899,106.974,106.894,106.9445,1404
2019-09-09 00:00:00,106.943,107.024,106.902,106.9485,4696
2019-09-09 01:00:00,106.9495,106.974,106.763,106.8515,5129
2019-09-09 02:00:00,106.8535,106.934,106.832,106.907,2824
2019-09-09 03:00:00,106.9055,106.914,106.87,106.8735,1143
2019-09-09 04:00:00,106.8725,106.916,106.872,106.9005,1206
2019-09-09 05:00:00,106.899,106.902,106.834,106.8735,1624
2019-09-09 06:00:00,106.875,106.936,106.856,106.9245,2292
2019-09-09 07:00:00,106.9255,106.9935,106.912,106.965,4085
2019-09-09 08:00:00,106.964,106.995,106.926,106.977,2848
2019-09-09 09:00:00,106.9785,107.08,106.964,107.0465,2724
2019-09-09 10:00:00,107.0485,107.058,106.974,106.9795,2414
2019-09-09 11:00:00,106.9805,107.026,106.924,106.964,2199
2019-09-09 12:00:00,106.965,107.016,106.932,107.0045,4155
2019-09-09 13:00:00,107.0035,107.07,106.978,106.998,5492
2019-09-09 14:00:00,106.997,107.174,106.994,107.159,5776
2019-09-09 15:00:00,107.158,107.181,107.076,107.148,3970
2019-09-09 16:00:00,107.1465,107.148,106.922,107.0535,4581
2019-09-09 17:00:00,107.0545,107.1,107.036,107.078,2600
2019-09-09 18:00:00,107.077,107.174,107.07,107.154,2716
2019-09-09 19:00:00,107.155,107.215,107.155,107.1985,2683
2019-09-09 20:00:00,107.1975,107.274,107.166,107.244,1449
2019-09-09 21:00:00,107.2475,107.266,107.226,107.245,524
2019-09-09 22:00:00,107.243,107.251,107.184,107.213,858
2019-09-09 23:00:00,107.211,107.372,107.207,107.3425,2486
2019-09-10 00:00:00,107.3415,107.444,107.29,107.4415,5356
2019-09-10 01:00:00,107.44,107.5,107.382,107.4275,5065
2019-09-10 02:00:00,107.429,107.438,107.362,107.3805,3067
2019-09-10 03:00:00,107.3815,107.438,107.378,107.4225,1533
2019-09-10 04:00:00,107.424,107.4265,107.394,107.409,1033
2019-09-10 05:00:00,107.4105,107.4165,107.363,107.374,1720
2019-09-10 06:00:00,107.375,107.382,107.308,107.3625,2913
2019-09-10 07:00:00,107.3635,107.394,107.238,107.319,4779
2019-09-10 08:00:00,107.3175,107.338,107.252,107.2975,3662
2019-09-10 09:00:00,107.299,107.358,107.274,107.3145,2426
2019-09-10 10:00:00,107.3135,107.386,107.3,107.3785,2203
2019-09-10 11:00:00,107.3795,107.489,107.324,107.366,4351
2019-09-10 12:00:00,107.3675,107.378,107.254,107.28,4293
2019-09-10 13:00:00,107.281,107.372,107.191,107.2415,6305
2019-09-10 14:00:00,107.24,107.342,107.198,107.281,8032
2019-09-10 15:00:00,107.28,107.432,107.252,107.3505,6173
2019-09-10 16:00:00,107.349,107.465,107.294,107.454,5050
2019-09-10 17:00:00,107.456,107.463,107.392,107.3975,3017
2019-09-10 18:00:00,107.3965,107.514,107.37,107.4495,2491
